file,Column2,name,chinese_desc
starwars,Chinese Name,银河战争 Star Wars (第 1 套),"《星球大战》是一部单人3D拍摄，基于同名传奇电影系列。这个游戏是特别根据第一部星球大战电影《第四集：新希望》改编的。玩家扮演卢克·天行者（红五）的角色，他的目标是通过向位于死星表面的暴露排气口发射质子鱼雷来炸毁臭名昭著的“死星”。

在到达排气口之前，玩家必须在三个攻击阶段中幸存下来。

第一阶段：游戏从死星上方的外太空开始。玩家必须与达斯·维德和众多敌人的TIE战斗机进行狗战。除了维德的战斗机，所有的战斗机都可以被射击和摧毁。必须避免或射击来袭的敌人的火力，以防止损坏玩家的偏转护盾。

第二阶段：X-Wing飞到死星表面，当X-Wing飞过死星表面时，面对一束激光炮塔和塔。任何与塔或敌人的射击碰撞都会对玩家的偏转护盾造成损坏。

激光塔顶有一个渐进式评分激励，显示在屏幕的顶部中心，以及在X-Wing进入排气口沟槽之前需要销毁的剩余激光塔顶数量。如果玩家设法摧毁了所有的塔，将获得相当大的积分奖励。

第3阶段：X翼开始沿着死星的战壕接近，前往位于战壕末端的排气口。战壕墙两旁是红色激光枪炮塔，在球员接近时，炮塔向他开火。必须避免或射击来袭的火灾。不同形状和高度的战壕T台也出现在后来的战壕跑步中。必须避免这些碰撞，因为任何碰撞都会损坏Red 5的偏转护罩。

如果玩家在壕沟跑中幸存下来，“韩·索洛”的声音会建议“你们都安全了，孩子”，玩家必须迅速发射排气口以摧毁死星。如果在没有球员向排气口开枪以外的任何射击的情况下完成了壕沟跑，则“使用力”将获得相当大的积分奖励。如果漏掉了排气口，红色5将犁过沟渠末端的墙壁，并失去一个偏转护罩，之后沟渠运行将重新开始。

如果玩家成功地炸毁了死星，红5在转身观看色彩斑斓的爆炸之前就会逃跑。剩余盾能量的加分现在已经得分。

然后，玩家被送回比赛中，整个过程再次开始。每一次连续的死星运行难度都会大大增加；TIE战斗机射击更频繁，连续回合有更多的激光塔和电池，在壕沟运行期间有更多的障碍物和激光射击。"
starwars1,Chinese Name,银河战争 Star Wars (第 2 套),"《星球大战》是一部单人3D拍摄，基于同名传奇电影系列。这个游戏是特别根据第一部星球大战电影《第四集：新希望》改编的。玩家扮演卢克·天行者（红五）的角色，他的目标是通过向位于死星表面的暴露排气口发射质子鱼雷来炸毁臭名昭著的“死星”。

在到达排气口之前，玩家必须在三个攻击阶段中幸存下来。

第一阶段：游戏从死星上方的外太空开始。玩家必须与达斯·维德和众多敌人的TIE战斗机进行狗战。除了维德的战斗机，所有的战斗机都可以被射击和摧毁。必须避免或射击来袭的敌人的火力，以防止损坏玩家的偏转护盾。

第二阶段：X-Wing飞到死星表面，当X-Wing飞过死星表面时，面对一束激光炮塔和塔。任何与塔或敌人的射击碰撞都会对玩家的偏转护盾造成损坏。

激光塔顶有一个渐进式评分激励，显示在屏幕的顶部中心，以及在X-Wing进入排气口沟槽之前需要销毁的剩余激光塔顶数量。如果玩家设法摧毁了所有的塔，将获得相当大的积分奖励。

第3阶段：X翼开始沿着死星的战壕接近，前往位于战壕末端的排气口。战壕墙两旁是红色激光枪炮塔，在球员接近时，炮塔向他开火。必须避免或射击来袭的火灾。不同形状和高度的战壕T台也出现在后来的战壕跑步中。必须避免这些碰撞，因为任何碰撞都会损坏Red 5的偏转护罩。

如果玩家在壕沟跑中幸存下来，“韩·索洛”的声音会建议“你们都安全了，孩子”，玩家必须迅速发射排气口以摧毁死星。如果在没有球员向排气口开枪以外的任何射击的情况下完成了壕沟跑，则“使用力”将获得相当大的积分奖励。如果漏掉了排气口，红色5将犁过沟渠末端的墙壁，并失去一个偏转护罩，之后沟渠运行将重新开始。

如果玩家成功地炸毁了死星，红5在转身观看色彩斑斓的爆炸之前就会逃跑。剩余盾能量的加分现在已经得分。

然后，玩家被送回比赛中，整个过程再次开始。每一次连续的死星运行难度都会大大增加；TIE战斗机射击更频繁，连续回合有更多的激光塔和电池，在壕沟运行期间有更多的障碍物和激光射击。"
starwarso,Chinese Name,银河战争 Star Wars (第 3 套),"《星球大战》是一部单人3D拍摄，基于同名传奇电影系列。这个游戏是特别根据第一部星球大战电影《第四集：新希望》改编的。玩家扮演卢克·天行者（红五）的角色，他的目标是通过向位于死星表面的暴露排气口发射质子鱼雷来炸毁臭名昭著的“死星”。

在到达排气口之前，玩家必须在三个攻击阶段中幸存下来。

第一阶段：游戏从死星上方的外太空开始。玩家必须与达斯·维德和众多敌人的TIE战斗机进行狗战。除了维德的战斗机，所有的战斗机都可以被射击和摧毁。必须避免或射击来袭的敌人的火力，以防止损坏玩家的偏转护盾。

第二阶段：X-Wing飞到死星表面，当X-Wing飞过死星表面时，面对一束激光炮塔和塔。任何与塔或敌人的射击碰撞都会对玩家的偏转护盾造成损坏。

激光塔顶有一个渐进式评分激励，显示在屏幕的顶部中心，以及在X-Wing进入排气口沟槽之前需要销毁的剩余激光塔顶数量。如果玩家设法摧毁了所有的塔，将获得相当大的积分奖励。

第3阶段：X翼开始沿着死星的战壕接近，前往位于战壕末端的排气口。战壕墙两旁是红色激光枪炮塔，在球员接近时，炮塔向他开火。必须避免或射击来袭的火灾。不同形状和高度的战壕T台也出现在后来的战壕跑步中。必须避免这些碰撞，因为任何碰撞都会损坏Red 5的偏转护罩。

如果玩家在壕沟跑中幸存下来，“韩·索洛”的声音会建议“你们都安全了，孩子”，玩家必须迅速发射排气口以摧毁死星。如果在没有球员向排气口开枪以外的任何射击的情况下完成了壕沟跑，则“使用力”将获得相当大的积分奖励。如果漏掉了排气口，红色5将犁过沟渠末端的墙壁，并失去一个偏转护罩，之后沟渠运行将重新开始。

如果玩家成功地炸毁了死星，红5在转身观看色彩斑斓的爆炸之前就会逃跑。剩余盾能量的加分现在已经得分。

然后，玩家被送回比赛中，整个过程再次开始。每一次连续的死星运行难度都会大大增加；TIE战斗机射击更频繁，连续回合有更多的激光塔和电池，在壕沟运行期间有更多的障碍物和激光射击。"
stdragon,Chinese Name,天圣龙 (第 1 套),银河系正受到邪恶的半机械人种族的威胁。半动物半机器，半机械人已经征服了银河系的大部分地区，现在他们的目光投向了银河系最后的希望，“戈尔德星球”
stdragona,Chinese Name,天圣龙 (第 2 套),银河系正受到邪恶的半机械人种族的威胁。半动物半机器，半机械人已经征服了银河系的大部分地区，现在他们的目光投向了银河系最后的希望，“戈尔德星球”
stdragonb,Chinese Name,天圣龙 (盗版),银河系正受到邪恶的半机械人种族的威胁。半动物半机器，半机械人已经征服了银河系的大部分地区，现在他们的目光投向了银河系最后的希望，“戈尔德星球”
stealsee,Chinese Name,偷窥 ,
stera,Chinese Name,空间龙 (Moon Cresta 盗版),"月亮克雷斯塔是一个单屏射击，玩家控制着一艘武装船，该船沿着屏幕底部水平移动，必须使用他们的船摧毁攻击外星人的浪潮。

玩家以一艘装备着单门激光大炮的小船开始游戏。在成功完成前四波外星攻击后，玩家的船将能够与下一阶段的战斗机对接，尽管对接程序必须在规定的时间内完成。这艘更大的两级船增加了火力（三个激光）。

在成功地清除了另外两波外星波并在流星雨中幸存下来后，这艘两级船将能够与第三块也是最后一块对接，这艘船现在装备了五颗激光。根据对接程序完成的速度，奖励积分将获得。

如果多级船被击中，玩家将继续任何剩余的阶段。如果玩家获得3万分，他们将获得免费比赛，他们的分数将继续积累。

在前八个屏幕完成后，玩家的船将恢复到它的小的单阶段化身，游戏再次开始，难度增加。"
stfight,Chinese Name,帝都 1931 - Street Fight (德版),这场比赛的背景是1931年的纽约市，球员控制着一个年轻人，他必须为他的家人报仇，他们在一场帮派枪战中丧生。在几个月的时间里，他的目标是暴徒，最终以黑手党头目达到高潮。
stfighta,Chinese Name,帝都 1931 - Street Fight (盗版?),这场比赛的背景是1931年的纽约市，球员控制着一个年轻人，他必须为他的家人报仇，他们在一场帮派枪战中丧生。在几个月的时间里，他的目标是暴徒，最终以黑手党头目达到高潮。
stfightgb,Chinese Name,帝都 1931 - Street Fight (德版 - Benelux),这场比赛的背景是1931年的纽约市，球员控制着一个年轻人，他必须为他的家人报仇，他们在一场帮派枪战中丧生。在几个月的时间里，他的目标是暴徒，最终以黑手党头目达到高潮。
stg,Chinese Name,重装战机 S.T.G ,攻击枪手S.T.G.是一个垂直滚动喷气式战斗机冒险，背景是公元2008年的遥远一年。当场景在他们周围展开时，玩家控制着他们的战斗机，空中、陆地和海洋的敌人不断地进入屏幕，一波又一波的攻击。玩家（s）从设定的生命数量开始，这个数字可以添加到良好的发挥。跑出去，你的任务就结束了--没有救！
stinger,Chinese Name,赤猬战机 ,游戏包括在太空堡垒周围旅行，同时射击外星人和太空船。名为“邦戈”的对象可以用作防御方法。这个物体会向敌人射击几秒钟。
stinger2,Chinese Name,赤猬战机 (原型版?),游戏包括在太空堡垒周围旅行，同时射击外星人和太空船。名为“邦戈”的对象可以用作防御方法。这个物体会向敌人射击几秒钟。
stkclmns,Chinese Name,魔法宝石 (世界版),堆栈柱是一个更具竞争力的经典益智游戏版本，于1994年在拱廊发布。
stkclmnsj,Chinese Name,魔法宝石 (日版),堆栈柱是一个更具竞争力的经典益智游戏版本，于1994年在拱廊发布。
stlforce,Chinese Name,钢铁力量 ,一个以未来主义为主题的迷宫式射击游戏，其中一两个玩家必须在一个外星人出没的空间站中战斗，绝望地寻找水平的出口。武器装备、弹药和健康包遍布各个级别，以帮助玩家完成任务。
stmblade,Chinese Name,雷刃 (美版),"风暴刀锋是一个军事主题的垂直滚动射击游戏，你可以控制幸运J.前锋在他的F14 Tomcat，亚历克斯在他的米格-29支点，骆驼由纪安德森在她的AV-BB鹞II或老人矶罗库Kaionji在他的零战斗机神风特辑。每个人都有自己的武器赞助人。

当你取得进步和战斗各种飞机，直升机，坦克，静态枪，船只和老板的动力是可用的。能量罐可以从被摧毁的敌人那里收集，并增加你的火力。这些有两种形式：正常上电（P）和超级上电（F）。也有有限数量的超级炸弹，造成巨大的破坏。被摧毁的敌人有时会投掷额外的超级炸弹（B）。游戏可以单独玩，也可以和朋友一起玩。"
